favorite_count,retweet_count,tweet_id
2866,859,712092738334941184
3196,474,712085607170883584
2202,603,712064997715791875
0,123,711998175234510848
7842,2235,711968119305211904
2772,963,711743773672394752
8599,3968,711732672607821824
3758,888,711652646256517120
3548,1100,711363817834295296
3217,716,711306672371847168
2925,594,711008011691683840
4461,1343,710997081670823936
2482,664,710844577050206208
2622,516,710833110598848513
2251,545,710658682619617280
4413,1808,710588915867099136
2102,508,710283263395246080
4418,1212,710272293939879938
2333,1085,710269104096153601
2840,870,710153175412543488
2685,855,710140968360665088
5323,1926,710117006981341184
3414,1058,709918790847492096
646,99,709901249051754496
3424,1169,709852841964396544
3461,1166,709566161864826882
3206,1038,709556945439617027
1460,231,709519225661091845
2162,554,709449595638706176
2547,659,709409441024581632
2364,560,709225114588549120
12182,5604,709207338792525824
2386,623,709198376978522112
1989,405,709158324613324805
4616,1579,709042081084391424
2905,874,708845814165192704
1647,489,708834245947559936
16050,6735,708810903379005440
2691,788,708738135744757760
2468,696,708711077455011842
2483,663,708479597491388418
3027,795,708469903859306500
3497,1279,708356456928649216
2303,719,708349462943498240
4189,1512,708149338376171520
3297,831,708130917802450944
2632,957,708119483462905857
1897,538,708109384879046656
4288,1874,708026062568087553
3059,1097,707995806666768384
2630,933,707969786605670405
3200,928,707776912765132800
2427,593,707741510117101568
3309,963,707693564902428672
2209,674,707420564403658752
2243,581,707411927010582529
3415,1249,707387669630881792
3197,1060,707377090396626948
2416,622,707315908499415040
2713,761,707297296074072065
2538,655,707059520279810048
2137,763,707038182748119040
3981,1314,707020843742838786
2263,583,707014226158751746
1999,568,706901753699155968
3219,949,706681899490680832
2513,1056,706644797256241152
2109,613,706593029277294592
3389,1390,706537990542254082
3046,1007,706516523993731073
3374,905,706346354252095488
20771,7697,706310002273869824
1668,466,706290925690097664
2672,910,706265991110590465
5029,1557,706166462331920384
3031,710,705975037652836353
3109,869,705970342242729984
2311,538,705898672375132160
1888,504,705786528321044482
3100,1120,705591886233235456
2894,887,705475939698868224
4321,1575,705442513113522177
3722,1630,705428418666635264
2931,733,705239205698531328
2536,779,705223427129409536
2093,504,705102425103839232
2141,604,705066010735464451
4178,1092,704871447097905152
2200,523,704859541930962945
4957,1482,704847907636305920
2581,953,704819829430218752
6489,2844,704761116849774592
2847,990,704499780106493952
3314,1041,704480327234953220
7802,3455,704364642517262336
1543,340,704347313985228800
1812,557,704113287844098048
2849,893,704054834471833603
1797,442,703774235978817536
3194,1111,703769060060884992
2512,657,703631691173269505
3741,1488,703611476301516800
3721,1327,703424980705538048
2381,675,703407224702414850
3418,1115,703382800452493312
1868,375,703356390035714048
1935,532,703268508835176448
7215,2995,703079038101929984
2522,702,702932120042397696
3159,1043,702684938378874880
2146,546,702671112556158976
11948,3350,702598091703250944
2813,931,702539494201782274
3205,1016,702321133908054017
2415,753,702276744527618049
4674,1307,702217432463708160
3363,962,701981383707725824
3760,1000,701952810871435266
3459,1351,701889181371465729
2048,440,701601582807445506
2751,907,701570466310397952
2606,594,701545177110937600
2172,553,700890380988981249
2546,608,700864147752402944
2400,490,700847557816295424
2380,916,700796971284635648
22294,9029,700747775256821764
2549,777,700518050383028224
2243,552,700505126490886144
4025,1736,700462006156054530
2570,712,700167508985298945
2192,653,700151417617694720
7350,2633,700143743228207110
2584,672,700062708859666432
2028,571,700029279581708288
3232,1304,700002054861889536
2974,925,699801805379735552
2185,499,699788867692531712
2676,1202,699779623626870785
1919,586,699775876779663360
10054,4480,699691737665642497
5824,2549,699446858545020928
2124,502,699434513307471874
1331,317,699423667558731776
2037,613,699413904074665988
1854,429,699370841985851393
3082,838,699323436762603521
2203,615,699088574608707585
2389,636,699079599976771585
2902,1158,699072391083880449
2551,1173,699036651171897344
3270,949,698989023348576256
2623,889,698953792398692352
2486,606,698907962606292992
2407,662,698710700634591234
1417,366,698703472636641280
1267,334,698635005506015234
2271,609,698549703420612608
1807,434,698355656588447745
2224,937,698341973569245184
4657,1947,698262609242492930
16398,5813,698195403653705729
2752,721,698178914674458625
1490,327,697995509609402369
3211,1261,697990414305984512
2339,657,697943103282393088
2948,1136,697881447554613248
3087,988,697616761932283904
2946,1227,697596416638787586
1999,486,697575475464417280
2364,650,697482920076951552
3348,1369,697463021304750083
4596,1832,697270435977818113
3226,978,697259367968739328
2979,1124,697255089266933760
2461,652,697242246874296320
3095,999,696900198681989122
2295,669,696894886692331521
4739,1753,696886248611381248
2394,693,696877972649807873
1453,355,696754874445230081
2320,631,696713823303135232
2455,993,696488707105386500
3127,1128,696405977432748032
2947,1132,695816820624912384
3092,750,695794756677410817
1813,719,695767665437233153
4468,2038,695629772496465921
4303,1765,695446411954012160
8479,3482,695409457417707521
3548,1411,695314741183516673
2579,595,695095415818096640
2778,1068,695074323816669184
1566,577,695064251149508610
2602,772,695051050697539585
2682,912,694905854068285440
35004,13973,694669716326072320
1473,280,694356670072373248
1987,599,694352832733040641
1954,490,694329663192195076
4076,1987,694206563263848448
2879,904,694183359854018562
3326,997,694001777612435457
1707,357,693942347109928960
2620,568,693647886148567040
2484,402,693642227030085632
2394,773,693629966060228610
1503,363,693622654595571712
4931,1900,693590840128770048
1733,617,693486485266247680
3273,1205,693280713496469504
2159,484,693262842930159616
2808,721,693231800538148864
7718,3131,693155678760931330
1670,594,693108992730632192
1809,446,693095429051932672
2623,733,692919138839326722
2373,847,692905856917180416
1721,587,692901591318294528
2212,776,692894221984903170
2803,862,692828155242004480
6662,3540,692752274041507842
4261,1492,692568911158489088
3088,1324,692535299021340674
1791,403,692530544530296832
9155,3368,692417305561686016
2475,791,692186996341628929
2105,769,692158336909852672
1613,384,692142771344400384
2828,927,692017283690995713
3874,1608,691820329321287680
2779,970,691756951399591936
1911,495,691675641209589761
2333,549,691483034810474496
3960,1111,691459697358934016
2587,829,691444863414439936
2516,639,691321897217191936
2898,860,691096572814176256
1687,325,691090043692322820
3496,1214,690959636103577600
3996,1892,690938889876410368
3205,985,690932565696483328
3697,1227,690735878365315073
2129,505,690728920233218049
2273,802,690690667417354240
1271,266,690649985252220930
1906,585,690597153803149313
1845,437,690400359613865984
3180,823,690374413078958080
2606,859,690360446273110016
1641,405,690248557182488576
2734,997,690021988220456960
2435,714,690015570461376513
3583,1636,690005054112284675
1384,358,689999372554207232
1340,435,689977549053673473
2388,684,689905475991646208
2971,1128,689877678846001154
2120,730,689835959928635392
3152,907,689661959805906944
10137,3744,689659367294136321
2176,625,689623654657826819
11387,5357,689599051189391361
2004,445,689557528733163520
3319,1391,689517477928292354
2205,908,689289176076959744
3184,1066,689283815399927809
1941,688,689280867391254530
1117,238,689275256180183040
3014,970,689154306549792769
1976,492,689143357063475200
2655,838,688916187321864196
2062,742,688908927027810304
2047,760,688898152519323649
2189,667,688894059750883329
1350,360,688828550535901190
946,188,688804831675461632
2172,644,688789753932722176
2542,680,688547202457858048
2271,710,688519168061091840
9072,4355,688385255020036098
2189,808,688211379870806016
2083,572,688179431681036292
2768,754,688116647345848321
1693,351,688064156361072640
2687,1095,687826834726195200
2426,927,687818498882551808
2345,696,687807796000243712
2380,819,687704170560749568
1893,500,687664822905778177
1856,562,687494643500515329
1567,232,687480736518111232
1940,518,687476249128734720
2014,532,687460500490338305
19694,8926,687317297157935104
4265,1848,687312369295486976
5306,2213,687127922726039555
2133,493,687124481781927936
5666,2388,687109919556956160
2298,947,687102703005265921
2187,590,687096050230820864
8445,3103,686947095916363777
3403,1413,686749394683691008
4041,1166,686730987418550272
2765,780,686683039674531840
3618,1324,686618344242442241
1846,529,686606059734216705
3183,860,686386513144377345
2155,552,686377054594441218
2132,648,686358343338844161
2166,708,686050200440451072
3004,1113,686034020262625280
2423,399,686007910048989185
1787,607,686003200739115008
2053,509,685973228901261312
1593,578,685943751555051520
7324,2787,685906717385854977
2307,549,685667374155075584
3158,1415,685663358637486080
2863,753,685641966403645440
32131,15151,685547930707750912
2959,1126,685532287132430340
2586,616,685321578897354753
3217,1012,685315229488680960
2026,427,685307443652472833
3026,1170,685268746391273473
2285,652,685198908713267200
4022,1393,685169266828685312
6656,3040,684959791626727424
3135,1017,684940035184001024
3409,451,684926877937487872
3421,1413,684914653630173184
1822,512,684902175449939968
2037,789,684880611673292800
2675,980,684800218777321474
8699,3413,684594884913836032
2944,1177,684567534276853761
2594,923,684538367950872576
3795,1140,684481069622673408
1927,543,684460065332445184
7928,3176,684241624206045185
1206,201,684225739852492800
3737,1326,684222770729893889
2108,1011,684200328540098561
1860,494,684195074750599168
3412,1134,684188780455170048
1971,646,684177692749639681
1965,460,684122864098885634
4008,1397,684097750632411136
3720,1091,683857914461839360
1892,338,683852572600459264
2553,927,683849926879494144
2559,1087,683834825250320385
2730,1038,683828594020200448
3264,1307,683773435294515200
6308,3209,683742666396426240
3097,939,683498316290637824
2605,972,683481223382052864
2365,655,683462766443802624
3783,1571,683449687257559040
7460,2338,683391846228357120
2830,894,683357941668392967
2800,1012,683142548005777412
3326,886,683111392338034688
2119,639,683098811808518144
1947,547,683078878106005505
2115,724,683030059720916992
35843,16011,682962022129135616
2415,1079,682788433895489537
1489,426,682750531614445569
1287,354,682697175697088514
2987,1044,682662408112975876
2025,578,682638783267889155
3347,1121,682429474584018946
7378,1707,682406696551985154
2179,649,682393897700474880
1620,450,682388986111913984
2978,949,682303730440601600
4031,1161,682259518139555840
3149,1125,682242687110672384
4821,1626,682059648447438848
3115,916,682047323002810373
6427,1942,682031998756470785
3041,1470,682003173041549313
2743,1006,681981160138895360
2411,792,681891446547427328
12498,3948,681694081152516096
1721,429,681679500770414592
2570,897,681654055031189505
1847,450,681610777703387137
3456,1262,681579814340456449
13926,5581,681523166406164481
9062,3968,681339442087497728
2576,718,681320179880443904
3831,1762,681302357297229824
3128,921,681297367627395075
3148,1071,681281653780656128
1424,263,681261544890576896
1447,513,681242414783201280
2348,468,681231097963921409
3602,1431,681193441674551296
2353,636,680970791404605441
4466,1947,680959103779368960
3109,1015,680940240811474944
2039,420,680934975001227264
2348,602,680913431944245248
1714,354,680889641415872512
3370,1282,680836369753739264
2321,799,680801737658265600
2766,1002,680798406277599232
2561,674,680609277350821889
3528,1287,680583886422831105
4128,1850,680497759183597569
1676,470,680494717491085312
2484,726,680473002811744256
1415,486,680440290977693696
1429,285,680221462859542528
2754,1123,680206691359715328
2088,482,680191245453537280
3801,1495,680176161213779968
2264,714,680161093025697792
3508,1690,680145966133981184
2231,908,680130874835337216
2654,874,680115813882408961
3484,1328,679944180743954432
12472,8715,680081458753605632
2515,830,679935050679468032
1934,632,679877054611894272
2388,598,679862116216651776
2775,1188,679854718617817088
2306,734,679844486353059841
3025,1063,679777881363329024
2037,765,679736205899100160
2107,799,679729589501865985
1621,453,679722011451604992
4646,2016,679530275207016450
2564,699,679527796289474560
3265,1224,679511347441328128
3081,1416,679503367408889856
2037,620,679475944860459008
30614,18146,679462815506296832
2705,995,679148757628399616
2897,1113,679132430461239296
5807,2492,679111114081370114
2181,640,679047479124455425
2223,1111,678991763986624512
1589,439,678969221598973953
2498,863,678800275839311872
3357,1115,678798260958441472
2729,872,678774916997582848
3421,1311,678767129399726082
1589,455,678764509826281472
6865,3147,678755229639151616
3628,1596,678740029439614976
2778,1403,678675831426797568
1985,385,678643449407541248
3883,1476,678446146176593921
5305,2443,678424305764589568
4070,1733,678410205395308544
77609,30667,678399528077250560
1548,399,678396790178258944
1809,405,678389021215707136
2359,872,678380231556595712
1679,513,678341071122784256
1262,237,678334491241377793
11069,5856,678278583370911744
1535,352,678255458960859137
13168,6081,678021110609412096
1293,393,677918521637097472
4650,1987,677895096763854848
2947,941,677716509234487297
3273,1393,677700000441360384
1191,308,677698398770888704
2418,811,677687590175252480
3220,1441,677673978874433536
1882,911,677662334756761600
1792,773,677644010865999872
2062,675,677573736200052737
1259,442,677565708809695232
2373,1110,677557553648242688
6705,3529,677547920938373125
1031,220,677530062560841728
1300,274,677334608892030978
1048,227,677331497041461248
3518,1441,677328876637302784
1585,514,677314798338621440
1188,388,677301027595530240
1906,678,677269275850219520
3431,1573,677228864888823810
2634,877,677187290628780032
2664,1022,676975524699336704
2162,778,676957802976419840
1256,379,676949624503013376
2080,826,676948231155277824
1672,352,676946858959327232
1997,716,676942415815712771
12262,4744,676936535535656961
2165,700,676897528592392192
2011,673,676864493910028289
22043,14877,676821953035005952
1748,636,676819644326506496
1372,409,676811739476967424
4811,1940,676776408941662209
2766,914,676617499136409600
1038,193,676613902327762944
1827,414,676606781406212100
1117,366,676603389325672448
2219,747,676588338652930048
1147,262,676582950259965952
2474,1067,676575493756334080
1803,525,676533777246515201
1465,510,676496369692078080
11160,4470,676470631479812096
1652,631,676439996623097856
1342,324,676430925232627713
2000,515,676263568602324992
1158,271,676237351492960256
73493,29650,676219682148499456
1664,551,676215924094029825
2184,988,676191822486577152
1844,633,676146336014667776
2716,1118,676101885682655232
2874,1349,676098701056577536
1253,418,676089477950021632
1545,541,675898073508421632
2036,816,675891545124421633
2278,910,675888381008683009
4000,1340,675878195854483457
1558,540,675870715636224001
2578,1223,675853058589396992
2164,835,675845652761468928
1455,512,675822760556412928
998,225,675820925212823552
9818,3269,675798434532581376
1551,446,675781559312506880
1119,327,675740268751138818
1801,774,675710882740092928
1886,649,675707321759039488
617,90,675706586661195778
1761,390,675534486789103617
1129,363,675531466269286400
990,274,675522395390795777
1232,443,675517812106919936
2998,1226,675497072129249285
1236,564,675489960972165120
1764,928,675483424052801536
1450,544,675432740347617280
1608,493,675372232026292224
1008,219,675362604022386688
3741,2162,675349367813877760
2636,1219,675334050127544320
3392,1501,675166815044173826
5944,2434,675153368143237120
3565,1603,675149402210701313
898,219,675147100796121089
1120,279,675146530370822144
2034,844,675145464153550848
1241,450,675135144945131520
1855,742,675113795468066816
913,239,675111682683875329
2669,1068,675109283521036288
1009,304,675047295654756356
2570,1119,675015108200919041
929,210,675006303748665346
1488,436,675003114139852800
2130,1046,674999800484368385
820,338,674805331965399040
2871,806,674800515520331776
2382,1031,674793390643482624
1047,237,674790484284436480
773,199,674788547291914240
1913,1132,674781757573591040
1056,447,674774472939970560
1728,735,674767886842511361
754,224,674764810110820352
1300,415,674754014320402432
1389,438,674752226452094976
1323,519,674743003064438784
1044,366,674739948218671104
613,82,674737125598752768
1091,447,674690120767918080
1533,610,674670575701348352
869,232,674664748949090304
1364,460,674646386542043136
987,258,674644247564394496
1602,554,674638611350859777
1429,544,674632705875705856
5933,1914,674468873001938944
1011,341,674447395825049600
1057,368,674436896903315456
1359,510,674422297940357120
657,130,674416741997535237
1141,435,674410613875937281
1443,540,674394776565891077
810,300,674372059363983360
1338,487,674318003345997825
1481,690,674271425029652480
868,217,674269159417585664
1549,794,674265568518778880
1247,427,674262576474234881
1390,514,674255163272642560
724,157,674082847171457024
941,267,674075280806420480
6052,2059,674063277207457792
3126,1214,674053181157064704
1379,463,674051551040770048
1333,602,674045131608236033
686,119,674042547585605633
1053,397,674038229604044801
812,193,674036081864609793
1680,1148,674024888533966848
1070,286,674019340715446272
1478,602,674014376857174021
1133,335,674008948689657856
1852,901,673956906873036801
1112,350,673919430984908800
3011,1542,673906390507868160
890,240,673887841718394880
3352,1935,673715845458173952
988,283,673711450012180480
796,252,673709986195890176
1018,269,673708601312178176
1042,368,673707042180341760
1195,387,673705663651016704
1355,534,673700228504137728
3749,1841,673697971540762624
1649,607,673689698171228160
1192,464,673688739344949248
1359,405,673686768529645568
1298,434,673680162584698880
1188,345,673662511204319236
686,221,673656255106441220
1043,338,673636700506181632
1514,675,673612849076310016
1131,338,673583110961934336
784,257,673580917777178625
1310,528,673576829651841024
974,285,673363609787985921
1368,629,673359812403531776
1420,536,673355872538599424
1580,508,673352119580237824
715,195,673350191790034944
2370,1181,673345633844072448
917,252,673343210815545344
1204,538,673342302996340736
833,237,673317979384254464
7102,2959,673295238912417794
1017,343,673270959684591616
1355,668,673240782124548096
2109,787,673213032630128640
1605,587,673148794221932544
1866,668,672997838817796096
897,271,672995232229781504
927,270,672988581774942208
1198,513,672984067529310208
1721,948,672980779580829696
1581,847,672975080402628609
897,336,672970146609164289
1259,504,672968020474638337
1348,607,672964555207757826
1288,462,672902676334706688
854,396,672898203147247616
1453,790,672884420823527424
976,328,672877613036273665
1242,535,672834296361582592
1183,458,672828474801942529
924,296,672640493281411072
1219,453,672622321664811010
1157,543,672614739944595456
1046,364,672609147054067713
1044,375,672604021119655936
1258,574,672594973443928066
902,313,672591753367715843
677,176,672591264425070592
966,341,672538101307318273
588,157,672523487219728384
1047,405,672488519928037376
1063,560,672482714948395009
683,122,672481314411569153
1368,654,672475077217288193
1284,496,672466070121390080
6067,3139,672272396733300737
1405,576,672267563901014016
1069,314,672264243945844736
2672,1436,672256514942439426
1355,696,672254170599157760
1638,564,672248008571006977
646,144,672245248555409408
851,303,672239273467359232
1717,945,672231040996515840
747,198,672222787172442114
2130,1077,672205386439524352
967,344,672169665750155265
834,335,672160035556823040
1645,649,672139344921149441
2259,1073,672125270745333761
937,342,672095178996523008
894,344,672082162695471104
1219,475,672068080575483905
1241,534,671891721769385984
3277,1299,671882074857558016
1338,619,671879130959486977
1186,517,671874870762934272
1060,459,671866334851014656
848,407,671855970818121728
6669,3228,671789647081644032
1127,461,671768277677441024
1580,843,671763342642569216
1280,713,671744965807087616
712,223,671743143755259904
1364,701,671735585762054145
8014,4061,671729900588417024
12051,6761,671561000215298048
1271,548,671547764132704256
1852,978,671544869609857024
1031,528,671542980751310848
878,358,671538298070937601
1106,376,671536536102551553
964,541,671533937597022209
792,239,671528756297736192
1313,494,671520730169872384
890,275,671518582749028352
1497,656,671511342621319168
6590,3327,671504601988898816
868,420,671497582414307329
944,449,671488510226997248
547,183,671486378568364032
716,220,671485051893383168
1354,694,671390174987751424
1045,277,671362591072124929
376,146,671357838413996033
456,112,671355851936940033
898,394,671347593046306816
691,193,671186159360315393
1049,314,671182540435300353
825,321,671166423830388736
1549,1024,671163258263482369
342,74,671159722603626496
664,205,671154565501296640
627,140,671151316803170304
624,201,671147082493919232
1087,613,671141542443241472
871,374,671138692078174208
700,176,671134054696296448
3283,2340,671122197432418304
1292,724,671115703798267904
1078,406,671109008019742721
1039,270,670995956771483648
23292,8106,670842759008411648
547,181,670840540850749440
1048,645,670838194066300928
410,113,670833807587680256
688,200,670832450482769920
5195,3790,670826275943133184
729,173,670823755950768128
573,89,670822703281086466
2988,1436,670815487044018177
1064,252,670811956362612740
1100,456,670807623365763074
1841,893,670804590565150720
320,83,670803557449408512
694,218,670797295626027008
779,257,670792674568482817
623,223,670789388759113729
563,187,670786183778160640
782,356,670783426409201664
1453,717,670782421437169664
750,269,670780550844694528
316,69,670778054197706752
1024,392,670764092043436032
414,98,670755701111697408
906,475,670733403982053376
787,333,670727697677606912
1119,446,670717326967205888
730,345,670704684945031168
555,225,670691622141583360
708,262,670679606182055936
231,38,670676086536171520
10071,4657,670668378638561280
1419,687,670474230501363712
338,82,670468602584256512
919,507,670465782590083072
518,189,670452848174436352
1142,604,670449329098895360
609,186,670442333423452160
999,480,670435812165701632
1336,600,670434123207598082
312,103,670433242026217473
1311,575,670428264129761281
492,148,670426997538078720
1233,594,670421917862649857
582,292,670420563815436288
539,302,670417404275609601
1901,827,670411364918288384
524,204,670408991625773056
406,142,670403873723555840
532,191,670385704808108032
705,250,670374366199349253
310,60,670361863419506690
404,101,670338915237167104
409,123,670303349632204800
657,266,670290335751237632
969,308,670093932257259521
655,232,670086495571738624
2089,1141,670079676572950530
1473,735,670073493971738624
586,222,670069080024588288
713,309,670061499868684291
627,302,670055031027159040
612,160,670046943482159109
710,104,670040288568610816
561,256,670037180094488576
315,84,670003125244321792
305,76,669993066573393920
415,145,669972004481536000
285,51,669970030231232512
475,148,669942745918648320
357,89,669926380793131010
222,53,669923316447113216
755,370,669753167702200320
244,61,669749424290164736
359,102,669683887996555264
332,125,669682090091216896
629,266,669680140776046593
764,400,669661788376580096
3318,1687,669625903928897537
899,337,669603078258221056
484,141,669597904508620800
1399,862,669583735898185728
410,129,669573559438712832
1490,947,669571453801508864
220,48,669567582983331840
369,112,669564454636421120
337,69,669393246552920064
1246,677,669375711120093184
462,166,669371476823306240
432,140,669367892388003840
587,213,669363803461693440
348,113,669359659808129025
2538,1191,669354376083996672
590,241,669353426984296449
406,169,669351427895111680
956,387,669328496653635584
538,113,669327198734655488
464,195,669324644248219648
1120,377,669216674986479616
411,149,669214160572411904
946,435,669203717908926469
616,288,669037052726505472
697,346,669015737663684612
546,227,669006778303127553
19692,5933,669000387991502850
415,209,668994907227430913
703,316,668992356952199169
630,309,668989611830435842
847,430,668988176392986624
517,151,668986015319760896
507,280,668981889504514048
750,326,668979801907175424
1231,543,668975674691067905
661,227,668960082093297664
259,65,668955705479593984
244,53,668932892672851968
299,92,668902988186910720
376,137,668892467224252416
497,280,668872643173613568
423,149,668852165096677376
406,124,668826075678572544
521,242,668815173491302400
672,343,668779392961761281
492,203,668655136865181697
817,490,668645502213357568
817,483,668643538813472768
1002,501,668641105580281856
972,460,668636660645675008
2632,1483,668633404238229504
664,296,668631373981331456
296,103,668627275181633536
359,120,668625572470366208
1334,698,668623188582989824
185,36,668620231833702400
580,299,668614813715664896
225,49,668567813263630345
481,211,668544740393136128
427,196,668542328894803968
239,67,668537830625423360
438,204,668528764805074944
306,97,668507502464626688
381,121,668496995305287680
398,219,668484190623674369
429,134,668480037449003009
839,474,668466896245792768
592,273,668297325815717888
229,29,668291994352017409
474,127,668286272272769024
771,219,668274241842860032
518,215,668268894449078272
1213,554,668256315861504000
896,441,668248467379257344
5815,2634,668237637640183808
275,94,668226088657682437
486,182,668221234145046534
526,183,668204958722990080
609,187,668190675914129409
455,175,668171855484870656
467,289,668154632372383744
543,260,668142344458383360
630,218,668113012746776577
1168,739,667937091314171904
276,100,667924892227104768
197,51,667915448932003840
463,275,667911422597287936
804,355,667902444320530432
1750,996,667886917715943426
774,433,667885029767446528
373,110,667878737548046337
589,377,667873836067659776
2856,961,667866720170852352
231,74,667861335531630593
276,57,667832472072282112
990,452,667806449473486848
308,87,667801007443677184
657,308,667793397835542529
390,230,667782457777754112
217,48,667773194548350976
411,201,667766675161219072
356,143,667728195987177472
447,295,667724301886480384
0,31,667548685090197504
0,28,667548406944960512
5412,2089,667549055111835649
318,115,667546741093330944
808,491,667544320090710016
193,60,667538890660700160
767,489,667534814648496128
437,220,667530907624968192
1597,1044,667524856297218048
345,179,667517641523761152
509,207,667502639517556736
492,246,667495796489633792
489,208,667491008582541313
236,89,667470558578216961
180,56,667455447520047104
296,81,667453022738366464
732,537,667443422270251008
423,218,667437270979485701
287,79,667435686304342017
434,207,667405337926832129
180,51,667393429954043904
342,151,667369220322136065
452,223,667211850623393792
575,240,667200512471801856
357,90,667192061259620352
697,367,667188686895861760
13367,5688,667182789016596480
179,50,667177985389236225
571,420,667176160305000449
232,72,667174956317454336
206,77,667171256467398656
2517,1041,667165584396824576
240,56,667160269211230208
44654,15621,667152157783670784
4284,2015,667138263048585216
311,121,667119782572007424
313,115,667090887587966977
374,109,667073641872494593
159,41,667065529543368704
205,47,667062172346744832
175,44,667044086843637761
420,203,667012596533358592
226,81,666996118815817730
2379,904,666983940700430342
755,509,666837024717058048
196,74,666835004639617025
237,83,666826775146565632
477,232,666817830839521280
218,84,666804340162732032
704,442,666786064321900544
358,175,666781788895911936
323,156,666776898802835456
219,60,666739322658398210
400,198,666701161143992320
172,44,666691411966824448
1040,569,666649475398680576
218,73,666644794307837952
476,197,666454708777799680
95,18,666447341910671361
114,42,666437269411209216
152,45,666435649399033857
292,173,666430720227860480
150,73,666428270859042817
294,102,666421153020444674
112,41,666418781095260160
400,288,666411498068123649
99,31,666407121513275392
155,73,666396240351993856
171,78,666373746337402880
703,503,666362717482020864
193,64,666353280906170368
270,128,666345414279471104
180,82,666337857791987715
454,312,666293909010702337
133,58,666287399580733440
158,70,666273081518768128
95,32,666268904428277760
13339,5837,666104129232740352
70,11,666102150364286977
141,58,666099505364733952
153,66,666093996847063040
100,41,666082912819875840
287,141,666073098362486784
134,52,666071190449033216
438,192,666063820255862784
103,52,666058597072306176
261,121,666057085227016192
405,216,666055517517848576
1103,754,666051848592334848
123,51,666050754986266625
96,40,666049244999131136
266,126,666044217047650304
110,39,666033409081393153
120,41,666029276303482880
2362,452,666020881337073664
